"","StartPrice","HighPrice","LowPrice","EndPrice","Amount"
"2015-01-30",168500,171000,167000,169500,708694
"2015-02-02",170000,171000,168500,171000,434084
"2015-02-03",169000,169500,165500,166000,704421
"2015-02-04",166500,168000,165500,166500,827022
"2015-02-05",166000,167500,165500,166000,381546
"2015-02-06",166000,167000,161000,163500,1051919
"2015-02-09",162000,162500,156000,157500,865369
"2015-02-10",157000,160000,156000,156500,543125
"2015-02-11",157500,158000,155000,157000,590973
"2015-02-12",158000,158000,155000,155000,545256
"2015-02-13",156000,160500,156000,158000,565464
"2015-02-16",159000,160000,157500,158000,305310
"2015-02-17",158000,163500,158000,162500,616701
"2015-02-23",166000,167000,160500,162000,661014
"2015-02-24",164000,164500,161500,162500,450646
"2015-02-25",163500,164500,162500,164000,502056
"2015-02-26",164500,164500,162000,163500,472204
"2015-02-27",163000,164000,160000,160500,668860
"2015-03-02",162000,162500,160000,161500,478539
"2015-03-03",162500,168500,161500,166500,735321
"2015-03-04",167500,169000,163000,163500,635636
"2015-03-05",163000,169000,163000,167500,481426
"2015-03-06",169000,173500,168000,173000,930838
"2015-03-09",172500,173000,169000,169000,616415
"2015-03-10",171000,173500,170000,173000,657344
"2015-03-11",171000,178500,170000,176500,1126499
"2015-03-12",177500,177500,172000,172000,839816
"2015-03-13",173500,174500,170000,172000,497175
"2015-03-16",172500,177000,172000,175500,794357
"2015-03-17",178000,182000,177000,182000,1193025
"2015-03-18",183000,186000,182000,182000,868610
"2015-03-19",186000,187000,180500,184000,772519
"2015-03-20",185000,185500,179000,181000,798518
"2015-03-23",182000,182500,176500,179000,650348
"2015-03-24",178500,178500,173000,175000,868581
"2015-03-25",173500,174500,170000,170000,894773
"2015-03-26",168500,172000,167500,169000,630097
"2015-03-27",170000,171000,167000,167500,556195
"2015-03-30",168500,170000,166500,167000,400470
"2015-03-31",170000,172500,167500,168500,545852
"2015-04-01",167500,168000,163000,164000,687942
"2015-04-02",165500,168000,164000,164000,499028
"2015-04-03",166500,167500,165500,166000,406857
"2015-04-06",166500,166500,162000,162000,567728
"2015-04-07",162500,164000,160500,161500,493303
"2015-04-08",162500,163500,161000,161000,582165
"2015-04-09",161000,164500,161000,161500,552693
"2015-04-10",162500,168500,162500,167500,897568
"2015-04-13",169000,169500,166500,167000,874056
"2015-04-14",167500,171500,166000,171000,855013
"2015-04-15",173500,173500,169500,170000,582563
"2015-04-16",170500,171000,167000,169000,642025
"2015-04-17",168000,171000,168000,170000,582544
"2015-04-20",168000,174500,168000,174500,953611
"2015-04-21",174000,175000,170000,171000,753660
"2015-04-22",170000,172000,169000,170000,828845
"2015-04-23",172000,176500,170000,175500,1216380
"2015-04-24",178000,180000,176500,177500,1211753
"2015-04-27",179500,181000,175000,176000,748451
"2015-04-28",176500,177000,170500,172500,740146
"2015-04-29",171500,172000,168500,171000,601241
"2015-04-30",170500,171000,169000,169000,427815
"2015-05-04",170000,173000,169000,172000,380816
"2015-05-06",171500,175000,170500,171500,503864
"2015-05-07",170500,174000,170000,173000,402405
"2015-05-08",172500,175000,172000,173000,468895
"2015-05-11",175000,175500,169500,169500,436637
"2015-05-12",170000,170500,168000,169000,458718
"2015-05-13",169000,170000,164500,166000,757632
"2015-05-14",165000,166000,163000,164000,549230
"2015-05-15",165500,166500,163000,163500,658615
"2015-05-18",163000,163500,161000,162500,487389
"2015-05-19",161000,163500,160000,162500,500399
"2015-05-20",164000,165000,161500,162500,486568
"2015-05-21",162500,163000,159500,159500,560571
"2015-05-22",159500,162500,159500,162500,483612
"2015-05-26",162500,163000,159500,160000,771656
"2015-05-27",157500,158500,157000,157000,812113
"2015-05-28",157500,158500,155000,156000,720265
"2015-05-29",157500,159000,156000,158000,790681
"2015-06-01",157500,158000,153000,154500,661877
"2015-06-02",151500,151500,138000,138500,3463055
"2015-06-03",138500,139000,132000,135500,3117196
"2015-06-04",136500,140500,135500,139000,1737559
"2015-06-05",138000,140500,137000,137500,1081459
"2015-06-08",137500,139000,133000,134500,1119635
"2015-06-09",136000,137500,135000,135500,659565
"2015-06-10",137000,137500,132500,134500,977599
"2015-06-11",137500,142000,136500,138000,1652650
"2015-06-12",139500,141000,135000,136000,645129
"2015-06-15",136500,137500,134500,136500,465681
"2015-06-16",135500,138000,131500,137000,1072315
"2015-06-17",138000,138000,135000,136000,552346
"2015-06-18",137000,137500,131000,131500,1115055
"2015-06-19",132000,133000,128000,130000,973949
"2015-06-22",131000,133000,130000,132000,784690
"2015-06-23",133500,134000,131000,131000,715018
"2015-06-24",131500,133000,131000,133000,682058
"2015-06-25",133000,134500,131500,132000,545527
"2015-06-26",132000,136500,132000,135000,819996
"2015-06-29",132500,134500,131500,134500,630861
"2015-06-30",135000,137000,134500,136000,635953
"2015-07-01",136000,136500,133500,136500,666296
"2015-07-02",136500,136500,134000,135500,1096166
"2015-07-03",135000,135500,134000,135000,351816
"2015-07-06",131500,134000,131500,133000,784386
"2015-07-07",132500,133000,130500,131500,801649
"2015-07-08",131000,131500,128000,128000,1004894
"2015-07-09",125500,129500,125500,127000,911818
"2015-07-10",126500,127500,123500,124000,1166534
"2015-07-13",124000,126000,124000,125500,368577
"2015-07-14",126000,127000,124500,125500,581446
"2015-07-15",126000,128500,125500,126500,491854
"2015-07-16",126000,128000,126000,127000,518944
"2015-07-17",126500,127000,123000,123500,893463
"2015-07-20",123000,125500,123000,124000,537690
"2015-07-21",125000,134000,124500,133000,1327713
"2015-07-22",132500,134000,128000,131000,887693
"2015-07-23",131000,139500,130500,138000,1512712
"2015-07-24",138000,140500,135500,139000,1013380
"2015-07-27",139000,145500,138000,145000,1414445
"2015-07-28",143000,148000,141500,145000,1170007
"2015-07-29",145000,146500,142500,146000,735122
"2015-07-30",146500,151000,144500,150000,1233619
"2015-07-31",149500,151000,146000,149000,746904
"2015-08-03",148500,150000,143500,143500,753561
"2015-08-04",141000,145500,140500,144000,368056
"2015-08-05",144500,146500,142000,145500,358304
"2015-08-06",144000,144500,138000,139500,829920
"2015-08-07",139000,139000,134500,138000,581892
"2015-08-10",138500,141500,136500,140000,367835
"2015-08-11",141000,142000,138000,139000,384972
"2015-08-12",139500,149500,139000,146000,1656891
"2015-08-13",145000,147000,142500,144500,957016
"2015-08-17",143500,146000,143500,143500,449849
"2015-08-18",144500,148500,144000,146500,628892
"2015-08-19",145500,149000,145500,148000,810111
"2015-08-20",147000,149500,146000,149000,697471
"2015-08-21",145000,147500,143500,146000,818191
"2015-08-24",145000,146500,140000,142500,810847
"2015-08-25",144500,152500,142500,147500,1279827
"2015-08-26",148500,152500,147500,150000,803308
"2015-08-27",152500,154000,145500,147000,867600
"2015-08-28",147000,149000,143500,144000,926743
"2015-08-31",144000,149000,141500,149000,767410
"2015-09-01",147000,148500,145000,146500,437156
"2015-09-02",146000,154000,146000,151500,1131571
"2015-09-03",151500,153000,150000,152000,529122
"2015-09-04",151500,152000,148500,150000,439335
"2015-09-07",149000,153500,149000,152000,640220
"2015-09-08",152000,157500,152000,156500,852958
"2015-09-09",157000,157500,153500,155500,609850
"2015-09-10",156000,158000,155000,156500,742873
"2015-09-11",156000,159000,155000,156000,649365
"2015-09-14",155500,156500,152500,154500,473618
"2015-09-15",154500,158500,154500,156500,935039
"2015-09-16",157500,164500,157000,163000,1158524
"2015-09-17",163500,164000,159500,163500,648686
"2015-09-18",164000,165500,159500,165500,903177
"2015-09-21",164500,167500,158000,159000,840567
"2015-09-22",163000,165500,160500,164000,714326
"2015-09-23",163000,164500,157000,157000,944046
"2015-09-24",159000,161000,157500,158000,3620370
"2015-09-25",163500,164500,161000,162000,855109
"2015-09-30",158000,164000,157500,164000,978742
"2015-10-01",164000,168000,163000,168000,806534
"2015-10-02",167500,169500,165500,167000,492926
"2015-10-05",168000,168500,163500,164000,469905
"2015-10-06",162500,163000,155000,158000,1289144
"2015-10-07",155500,161000,155500,160500,532368
"2015-10-08",161000,163500,159500,162000,568436
"2015-10-12",162500,163000,158000,159500,517468
"2015-10-13",160500,164500,160000,163500,721085
"2015-10-14",164000,165000,163000,163000,602476
"2015-10-15",162500,164500,161000,162500,495824
"2015-10-16",162500,163000,158000,161000,628494
"2015-10-19",162500,162500,159500,161000,333746
"2015-10-20",161500,163500,161000,162500,335128
"2015-10-21",163000,163500,162000,163000,322293
"2015-10-22",162500,164500,158000,162000,613312
"2015-10-23",164000,164500,157000,158000,648582
"2015-10-26",159000,160500,157500,159000,404409
"2015-10-27",159000,160000,157500,159000,283965
"2015-10-28",158500,159000,154000,155500,567032
"2015-10-29",155000,156000,153000,153500,450019
"2015-10-30",152000,158000,150000,156000,667498
"2015-11-02",157000,158500,155500,158500,272605
"2015-11-03",162500,164500,161500,162500,750511
"2015-11-04",164000,167000,162000,165500,887811
"2015-11-05",166000,167000,163500,165500,329731
"2015-11-06",166000,166500,163000,164500,337445
"2015-11-09",163500,165500,163000,165000,292062
"2015-11-10",162500,165000,162000,162500,2287450
"2015-11-11",163000,164000,159500,163000,411026
"2015-11-12",162500,163500,160000,160500,259729
"2015-11-13",161000,161000,156500,156500,435505
"2015-11-16",154500,161000,154000,158000,609275
"2015-11-17",160000,160500,157000,157000,360011
"2015-11-18",158000,160500,158000,158000,293632
"2015-11-19",160000,160500,159000,159500,223557
"2015-11-20",159000,160000,157500,158000,202005
"2015-11-23",158000,158000,155000,157000,299272
"2015-11-24",157500,158500,154500,155000,425171
"2015-11-25",156500,156500,151500,151500,526819
"2015-11-26",153000,154000,152000,152500,407572
"2015-11-27",152500,153500,151000,151000,318362
"2015-11-30",151000,153500,147500,147500,1034066
"2015-12-01",148500,153500,148500,153000,565080
"2015-12-02",154000,155000,151500,152000,251931
"2015-12-03",152000,153000,150500,153000,283183
"2015-12-04",151500,152500,150000,151500,476049
"2015-12-07",153000,153500,150500,150500,282975
"2015-12-08",150000,152000,150000,150000,239877
"2015-12-09",151000,152500,147000,151500,356645
"2015-12-10",151500,152500,150500,151500,529564
"2015-12-11",151000,152000,147000,148500,527411
"2015-12-14",148000,152000,146500,150500,599987
"2015-12-15",151500,152500,151000,151500,322878
"2015-12-16",154000,154500,152000,153000,467738
"2015-12-17",155000,156000,153500,155500,465008
"2015-12-18",154000,156000,153500,154000,405253
"2015-12-21",153000,153500,150500,152000,295287
"2015-12-22",151500,153500,150500,153000,483948
"2015-12-23",153500,154500,150500,151500,697842
"2015-12-24",152500,153000,151000,151500,345074
"2015-12-28",151500,153500,151000,151000,293396
"2015-12-29",150000,150500,148000,149000,281772
"2015-12-30",150000,150500,148500,149000,254514
"2016-01-04",147500,148000,143500,144000,445332
"2016-01-05",143000,145000,142000,143500,530496
"2016-01-06",144000,145000,139000,140000,769406
"2016-01-07",138500,140000,137500,137500,586187
"2016-01-08",134500,138000,133500,136500,888701
"2016-01-11",134500,140500,134000,140000,542749
"2016-01-12",140500,141500,139000,139500,386506
"2016-01-13",140500,141500,139500,140500,338336
"2016-01-14",138500,143500,136500,141000,664829
"2016-01-15",141000,142000,136500,138500,568653
"2016-01-18",137500,140000,135500,139000,400716
"2016-01-19",138000,140000,136000,140000,332956
"2016-01-20",139500,140000,135500,136500,544330
"2016-01-21",136000,138000,135500,137000,455723
"2016-01-22",138000,140500,136500,139000,551671
"2016-01-25",140000,140500,136000,137500,543064
"2016-01-26",136500,137000,134500,136000,564584
"2016-01-27",135500,137000,134500,137000,702981
"2016-01-28",135500,136500,134500,135000,480730
"2016-01-29",135000,136000,131000,133000,990382
"2016-02-01",132000,132500,130500,132500,689972
"2016-02-02",131500,132500,129000,129500,594441
"2016-02-03",127500,129500,126500,129000,649021
"2016-02-04",130000,132500,129500,132500,600523
"2016-02-05",132000,133500,131000,133500,513150
"2016-02-11",130500,132500,130500,131000,688873
"2016-02-12",131500,137500,131000,137000,1264928
"2016-02-15",137500,141500,135000,139500,879160
"2016-02-16",139500,142500,137500,141000,524822
"2016-02-17",142000,147500,141000,147000,772996
"2016-02-18",147500,149000,145500,147000,468798
"2016-02-19",147000,151000,147000,149000,477553
"2016-02-22",147500,148500,146000,147500,273335
"2016-02-23",148000,149000,146500,149000,250401
"2016-02-24",147500,150000,146500,149000,191286
"2016-02-25",149500,153000,145500,147000,490265
"2016-02-26",148000,148000,144500,147000,351408
"2016-02-29",145500,149000,144500,147500,570117
"2016-03-02",150000,150000,148000,150000,539821
"2016-03-03",151500,151500,146000,147500,627810
"2016-03-04",146000,147500,143500,147500,696287
"2016-03-07",147500,147500,145500,146500,317439
"2016-03-08",145000,149500,145000,148000,366489
"2016-03-09",147000,149500,146500,149500,452965
"2016-03-10",149000,150000,148000,148000,690061
"2016-03-11",147500,150000,147500,149000,408175
"2016-03-14",150000,150500,147000,148500,362075
"2016-03-15",148500,149000,146000,147000,309077
"2016-03-16",147000,148000,145500,146500,206136
"2016-03-17",148000,148500,146000,146500,492380
"2016-03-18",148000,150500,147500,150500,769047
"2016-03-21",151000,155000,149500,154500,803657
"2016-03-22",155500,159000,155000,159000,872121
"2016-03-23",159500,159500,157000,158000,454762
"2016-03-24",156500,157000,154500,155500,288522
"2016-03-25",154500,155500,152000,153000,279961
"2016-03-28",153000,156500,152000,154000,186865
"2016-03-29",155000,156000,153500,155000,229075
"2016-03-30",156000,159000,155000,155500,373060
"2016-03-31",156000,156000,151500,152500,575626
"2016-04-01",152500,152500,147500,149500,604435
"2016-04-04",148500,149500,143500,144000,767267
"2016-04-05",144000,145000,143500,144500,292339
"2016-04-06",144000,146000,144000,144000,379789
"2016-04-07",143500,146500,143500,146500,366852
"2016-04-08",146000,146500,144000,146000,339546
"2016-04-11",147500,147500,145000,146000,197423
"2016-04-12",146000,150000,145000,148500,361212
"2016-04-14",150000,152000,149500,152000,496852
"2016-04-15",150500,152000,149000,151500,297722
"2016-04-18",150000,155000,150000,154000,406339
"2016-04-19",155000,155000,152000,153000,310407
"2016-04-20",153500,155000,151000,151500,270230
"2016-04-21",152000,154500,152000,154000,297646
"2016-04-22",152000,153500,150500,151000,318972
"2016-04-25",151000,152000,149000,149500,273343
"2016-04-26",149000,154000,149000,153500,365930
"2016-04-27",152000,153000,148500,149000,374037
"2016-04-28",148500,150500,147000,148000,466520
"2016-04-29",146500,147500,142000,143500,739237
"2016-05-02",142000,144000,141500,142500,242036
"2016-05-03",143000,144000,142000,142500,359029
"2016-05-04",141500,142000,138500,139000,807340
"2016-05-09",138500,139000,135500,135500,482746
"2016-05-10",136500,140500,136500,139500,346710
"2016-05-11",140500,142000,138500,139000,284228
"2016-05-12",138000,138500,136500,136500,421047
"2016-05-13",136000,137500,135000,135000,529746
"2016-05-16",136500,137500,135000,135500,397771
"2016-05-17",135500,136500,134500,134500,314839
"2016-05-18",135000,135500,132000,133000,630692
"2016-05-19",132500,136000,132500,134500,389055
"2016-05-20",134000,135000,131500,132000,462176
"2016-05-23",133000,134500,133000,133000,310458
"2016-05-24",133000,135000,132000,133500,355717
"2016-05-25",134500,137000,134000,135000,500528
"2016-05-26",136000,137000,134500,135000,342299
"2016-05-27",136000,136500,135000,136000,346406
"2016-05-30",136000,137500,135000,136500,474129
"2016-05-31",136500,139500,135000,139500,1734508
"2016-06-01",137500,138500,136500,138000,507997
"2016-06-02",138500,139000,136500,138000,419054
"2016-06-03",138000,139500,137500,138500,352778
"2016-06-07",138500,139500,137500,139500,608452
"2016-06-08",138500,141500,138500,139500,598656
"2016-06-09",139500,140500,137500,139000,578177
"2016-06-10",138500,140000,138000,139000,350588
"2016-06-13",138000,138500,135500,135500,476958
"2016-06-14",135500,138500,135000,138500,431039
"2016-06-15",138000,139500,135000,135500,409607
"2016-06-16",135500,136000,133500,134500,399199
"2016-06-17",136000,136500,133500,134500,328695
"2016-06-20",136000,138500,135500,136500,305307
"2016-06-21",136500,139000,135500,138000,353879
"2016-06-22",138500,141500,138500,140000,413267
"2016-06-23",140500,141500,140000,141000,273960
"2016-06-24",140500,142000,134500,139500,901574
"2016-06-27",141000,144000,139500,141500,1031506
"2016-06-28",141500,142000,138500,139000,570526
"2016-06-29",140000,140000,137500,139000,436045
"2016-06-30",138000,138500,135500,135500,1025974
"2016-07-01",136500,138000,136000,137000,388387
"2016-07-04",138000,139500,137000,137000,518981
"2016-07-05",136500,137000,134500,135000,389267
"2016-07-06",134000,134500,129000,130000,1098353
"2016-07-07",131500,132500,130500,131000,351312
"2016-07-08",131000,133000,129000,130500,472095
"2016-07-11",130500,132000,130500,131000,395952
"2016-07-12",131500,133000,131000,132000,401323
"2016-07-13",133000,135500,132500,135500,567236
"2016-07-14",134000,134500,131000,131500,688220
"2016-07-15",132000,134000,132000,133000,608594
"2016-07-18",133000,134000,131000,132000,417748
"2016-07-19",131500,132000,130000,130000,630163
"2016-07-20",129500,131000,129000,129500,513880
"2016-07-21",130000,131000,128500,130000,459440
"2016-07-22",130000,130500,129000,129000,364418
"2016-07-25",129500,136000,129500,135500,1182857
"2016-07-26",135000,139500,134000,136000,1125762
"2016-07-27",137000,137500,135000,137000,450182
"2016-07-28",137500,138000,135000,136000,451570
"2016-07-29",135000,136000,132000,132000,698032
"2016-08-01",132500,136000,132500,135500,510753
"2016-08-02",135500,135500,133000,134000,383193
"2016-08-03",133000,134000,130500,132000,393748
"2016-08-04",132500,133000,129500,130500,552854
"2016-08-05",130500,133000,130500,133000,432472
"2016-08-08",134000,134000,132000,133000,367241
"2016-08-09",135000,137000,134500,136500,590729
"2016-08-10",135500,137000,134000,134000,495316
"2016-08-11",134000,135000,133500,134500,340296
"2016-08-12",135000,136000,134500,136000,441448
"2016-08-16",136000,137000,133000,133000,564040
"2016-08-17",133500,135000,133000,135000,456621
"2016-08-18",134500,135000,132000,132500,501557
"2016-08-19",133000,134000,132000,132500,375138
"2016-08-22",132500,133000,131000,132000,400250
"2016-08-23",133000,134500,132000,132500,421660
"2016-08-24",132000,135500,131500,135500,725511
"2016-08-25",136000,138000,134000,136500,880226
"2016-08-26",136500,137000,135000,135500,426273
"2016-08-29",134000,134500,133000,134000,328229
"2016-08-30",133500,135000,132500,132500,331306
"2016-08-31",132000,133500,131000,133000,621524
"2016-09-01",133000,133500,131500,131500,572941
"2016-09-02",132500,136500,132000,135000,1129376
"2016-09-05",136000,139000,136000,139000,681920
"2016-09-06",138500,140000,138000,139500,455216
"2016-09-07",139500,140500,138000,139000,515978
"2016-09-08",139000,140000,136500,139000,604332
"2016-09-09",138000,140000,137500,139500,430914
"2016-09-12",138500,139500,137500,138500,447847
"2016-09-13",140000,140500,138000,138500,560421
"2016-09-19",137000,139500,136000,137000,536712
"2016-09-20",137000,139500,136500,138500,517081
"2016-09-21",137500,138500,136500,138000,464658
"2016-09-22",138000,139500,137500,138000,360424
"2016-09-23",139500,142000,139000,142000,595938
"2016-09-26",140500,141500,139000,140500,444564
"2016-09-27",140000,142000,138500,141500,451975
"2016-09-28",141000,141500,138000,138500,513300
"2016-09-29",138500,139500,138000,139500,473726
"2016-09-30",138500,139500,135000,135500,617732
"2016-10-04",138500,141000,137500,139000,707562
"2016-10-05",137500,140500,136500,140000,549606
"2016-10-06",139000,140000,138500,139000,271808
"2016-10-07",138500,139000,135500,136500,449894
"2016-10-10",134000,135000,131000,133500,687120
"2016-10-11",135000,135500,133500,134500,355273
"2016-10-12",134500,137000,133500,136500,418529
"2016-10-13",136500,137000,133500,134000,444173
"2016-10-14",133500,135000,133000,133000,385561
"2016-10-17",134500,136500,133000,133000,552827
"2016-10-18",133500,135500,132500,134500,357363
"2016-10-19",134500,135500,132500,133000,474445
"2016-10-20",133500,134000,131500,132000,411425
"2016-10-21",132500,135000,132000,133500,375157
"2016-10-24",134500,134500,133500,134500,256889
"2016-10-25",135000,139500,134500,138000,863431
"2016-10-26",137500,138500,135000,137500,551856
"2016-10-27",139000,139500,135500,138000,503571
"2016-10-28",138000,141500,137500,140500,708752
"2016-10-31",139000,141000,139000,140000,394472
"2016-11-01",141000,141500,140000,141500,436941
"2016-11-02",141000,141500,139500,139500,655976
"2016-11-03",139500,140000,136000,136500,520972
"2016-11-04",136500,137000,135500,136000,345493
"2016-11-07",137500,138000,136000,137000,388228
"2016-11-08",137500,139500,137000,138500,341446
"2016-11-09",138000,140000,130500,134000,1054746
"2016-11-10",135000,135000,129000,129000,1253550
"2016-11-11",130000,132000,130000,131500,571291
"2016-11-14",132000,134000,131000,132000,369913
"2016-11-15",131500,132000,129500,130500,416685
"2016-11-16",130500,133500,130000,131000,379475
"2016-11-17",131000,133000,131000,132000,217101
"2016-11-18",131500,132000,129500,129500,282286
"2016-11-21",130000,133500,129500,133500,392922
"2016-11-22",133500,134500,132500,133500,366844
"2016-11-23",134500,135000,132500,134000,292727
"2016-11-24",133500,136000,133000,135000,340767
"2016-11-25",135500,136000,134500,136000,180033
"2016-11-28",135000,136000,133500,135000,256341
"2016-11-29",133000,135500,133000,134500,312216
"2016-11-30",133500,134500,132500,133000,1188767
"2016-12-01",133000,135500,132000,132000,478362
"2016-12-02",134000,136000,133000,133500,403575
"2016-12-05",134500,135500,133000,134000,244209
"2016-12-06",135500,137000,135000,136500,374760
"2016-12-07",138000,138000,136500,136500,279131
"2016-12-08",138500,142000,138000,142000,889649
"2016-12-09",142000,145000,141000,144000,647418
"2016-12-12",146000,148000,143500,144500,378077
"2016-12-13",144500,145000,142500,145000,283933
"2016-12-14",144500,145000,142000,143500,261384
"2016-12-15",142000,143000,141000,142000,285737
"2016-12-16",141000,142000,139000,139500,523767
"2016-12-19",140000,142500,139500,142000,293868
"2016-12-20",141500,144000,141500,143500,399511
"2016-12-21",144500,144500,142500,143500,310188
"2016-12-22",143000,143000,141000,142000,334338
"2016-12-23",143000,144000,142000,144000,357914
"2016-12-26",143500,145000,143500,144500,206099
"2016-12-27",144500,145000,144000,144500,337224
"2016-12-28",142500,144000,141500,143500,377265
"2016-12-29",142500,146000,142000,146000,381283
"2017-01-02",146000,150500,145500,150000,545854
"2017-01-03",151000,154000,150000,153000,723246
"2017-01-04",152500,155000,152000,154000,601826
"2017-01-05",154000,154500,152000,153500,391604
"2017-01-06",152000,153000,149500,151000,366091
"2017-01-09",151000,151500,149500,150500,325146
"2017-01-10",150500,153000,150500,152000,411333
"2017-01-11",150500,150500,147500,148500,675973
"2017-01-12",148000,151000,147500,148000,433867
"2017-01-13",149000,150000,148500,149000,293211
"2017-01-16",148500,151000,148500,150500,316413
"2017-01-17",150000,154000,149500,153500,487662
"2017-01-18",153000,155500,151000,154000,395088
"2017-01-19",153000,153500,151000,152000,255111
"2017-01-20",150500,153500,150000,153000,310228
"2017-01-23",151500,152000,148500,149000,424036
"2017-01-24",149500,149500,145500,146500,518186
"2017-01-25",146500,147500,141500,142000,749465
"2017-01-26",143500,143500,139500,142500,632413
"2017-01-31",141500,142500,139000,139500,574213
"2017-02-01",140000,141000,139000,139500,446549
"2017-02-02",140000,140000,135500,136000,610731
"2017-02-03",136500,139000,136000,137500,453051
"2017-02-06",139000,139500,136000,136500,293891
"2017-02-07",138000,140000,137500,139000,395508
"2017-02-08",138500,139500,137000,139000,415346
"2017-02-09",139500,141000,137500,140000,513611
"2017-02-10",141000,141500,139000,141000,330000
"2017-02-13",141500,141500,139000,139500,320997
"2017-02-14",140000,140500,139500,140000,295126
"2017-02-15",141500,146500,141500,145500,682399
"2017-02-16",146500,151500,146500,150500,991329
"2017-02-17",149500,151000,148000,150500,484244
"2017-02-20",149500,151000,149500,150000,239916
"2017-02-21",150000,151500,149000,151000,324845
"2017-02-22",150000,151000,147000,149500,423978
"2017-02-23",150500,150500,145000,146000,790326
"2017-02-24",147000,148500,146500,148000,248236
"2017-02-27",148500,149000,146500,148500,183801
"2017-02-28",148500,150000,146500,149500,476960
"2017-03-02",149000,150500,148500,148500,660227
"2017-03-03",147000,148000,141000,142000,774281
"2017-03-06",141500,145000,140000,145000,568168
"2017-03-07",143000,146000,143000,144000,361237
"2017-03-08",144000,144500,141500,144500,430524
"2017-03-09",144500,145500,143500,145000,516356
"2017-03-10",145000,146500,143500,146000,418788
"2017-03-13",145500,147000,145000,146000,346033
"2017-03-14",147000,149500,146500,149000,402984
"2017-03-15",148500,149500,147500,149500,415972
"2017-03-16",151500,152500,149000,151500,511511
"2017-03-17",152500,152500,150000,151500,384871
"2017-03-20",152500,157000,151500,156500,753898
"2017-03-21",158000,171000,157500,170000,2100147
"2017-03-22",167500,170500,165500,170000,1095061
"2017-03-23",168500,169000,165000,165000,786599
"2017-03-24",164000,167000,162000,164000,619369
"2017-03-27",162000,163000,159000,162000,556569
"2017-03-28",162000,163000,158500,160000,528384
"2017-03-29",159500,160500,155500,156000,594310
"2017-03-30",156500,160000,156500,158500,541928
"2017-03-31",159500,160500,156000,157500,518427
"2017-04-03",156500,157000,153000,156500,568863
"2017-04-04",154000,155000,150000,152000,693275
"2017-04-05",152500,152500,147000,150000,738030
"2017-04-06",149500,150000,147500,148000,543682
"2017-04-07",148000,149500,144000,144500,814773
"2017-04-10",145000,147500,144500,146000,372373
"2017-04-11",145000,145000,142500,142500,460813
"2017-04-12",143000,144500,141500,141500,467523
"2017-04-13",143000,144500,141000,142500,537212
"2017-04-14",141500,143000,141000,142500,235481
"2017-04-17",142500,144000,141000,144000,354807
"2017-04-18",144500,144500,141000,141000,512212
"2017-04-19",140000,140500,136500,137000,1028582
"2017-04-20",137000,142000,137000,141500,837678
"2017-04-21",142000,143000,141000,141500,520179
"2017-04-24",141000,141500,139500,141500,474698
"2017-04-25",142500,146500,142000,144500,670239
"2017-04-26",145000,152000,144500,151000,1288277
"2017-04-27",150000,151000,146500,147000,747891
"2017-04-28",144000,146000,142500,144000,686242
"2017-05-02",143000,152000,143000,151000,883476
"2017-05-04",150500,153000,149500,152000,559335
"2017-05-08",152000,158000,150500,158000,754482
"2017-05-10",157000,160500,155500,156500,902973
"2017-05-11",159000,159000,156500,157500,683676
"2017-05-12",156000,157000,153500,155000,546718
"2017-05-15",153000,156000,152000,154000,320821
"2017-05-16",155000,158000,154500,157500,479777
"2017-05-17",156000,159000,155000,158500,344159
"2017-05-18",158000,166500,157500,165000,1274106
"2017-05-19",167000,171000,160000,170000,1889722
"2017-05-22",169000,171000,167000,170000,679426
"2017-05-23",170000,173000,169000,170000,649405
"2017-05-24",168500,170000,163500,164000,876331
"2017-05-25",164500,167000,163500,165000,627476
"2017-05-26",165500,166500,163000,163500,487868
"2017-05-29",163000,165000,161500,162000,405130
"2017-05-30",162500,165500,161000,164000,393584
"2017-05-31",162500,166000,162500,163000,568084
"2017-06-01",162500,166500,162500,165500,439229
"2017-06-02",164500,165000,160500,163000,571120
"2017-06-05",163500,165500,161000,161500,371037
"2017-06-07",160000,160000,157000,159000,746365
"2017-06-08",159000,161000,158500,160000,548233
"2017-06-09",160000,161000,158500,160000,343795
"2017-06-12",158000,163500,158000,162500,390351
"2017-06-13",163000,167000,162000,164500,548527
"2017-06-14",165000,170000,164500,169000,638693
"2017-06-15",168000,169000,162000,163000,668866
"2017-06-16",163500,165000,162500,165000,310581
"2017-06-19",164500,168000,163500,167000,335858
"2017-06-20",166000,169000,165000,166500,373530
"2017-06-21",166000,166000,160000,160500,557266
"2017-06-22",162000,162000,160000,161500,401279
"2017-06-23",162000,166000,162000,164000,292130
"2017-06-26",163000,165000,162000,164000,211301
"2017-06-27",163000,163500,160000,160500,449056
"2017-06-28",160000,162500,159500,160000,347569
"2017-06-29",159500,162500,159000,161000,400255
"2017-06-30",159500,162000,158000,159500,340379
"2017-07-03",158500,164000,158000,163500,392228
"2017-07-04",162500,162500,157500,158500,448579
"2017-07-05",158000,159000,155000,156000,533353
"2017-07-06",156500,157000,155000,155500,380091
"2017-07-07",153500,154500,150500,151500,857341
"2017-07-10",151000,151500,147500,148000,805494
"2017-07-11",148500,150000,146500,148000,592204
"2017-07-12",149000,151000,148000,149000,592811
"2017-07-13",150000,151500,148000,149000,609170
